Matricula,Carrera,EstatusAlumno,CuatrimestreActual,Materia,Periodo,EstatusMateria,Final,Extr,EstatusCardex,PeriodoCursado,PlanEstudiosClave,Credito
IEN20200287,Ingeniería en Energía,Activo,7,Eficiencia Energética,2023-1,Aprobada,70.3,,Ordinario,2023-1,IEN-2020,6
IEN20200287,Ingeniería en Energía,Activo,7,Energía Solar,2023-1,Aprobada,84.2,,Ordinario,2023-1,IEN-2020,6
IBM20230288,Ingeniería Biomédica,Activo,7,Control Biomédico,2022-1,Reprobada,58.1,,Recursamiento,2022-1,IBM-2020,6
IBM20230288,Ingeniería Biomédica,Activo,7,Anatomía y Fisiología I,2025-1,Reprobada,67.3,,Ordinario no acreditado,2025-1,IBM-2020,7
IBM20230288,Ingeniería Biomédica,Activo,7,Inglés I,2025-1,Reprobada,61.2,,Sin derecho,2025-1,IBM-2020,4
IBM20230288,Ingeniería Biomédica,Activo,7,Ingeniería de Rehabilitación,2022-2,Aprobada,83.9,,Ordinario,2022-2,IBM-2020,6
IBM20230288,Ingeniería Biomédica,Activo,7,Ingeniería Clínica,2023-1,Reprobada,69.4,,Sin derecho,2023-1,IBM-2020,6
IBM20230288,Ingeniería Biomédica,Activo,7,Normatividad Sanitaria,2023-1,Aprobada,66.8,73.9,Extraordinario,2023-1,IBM-2020,5
IBM20230288,Ingeniería Biomédica,Activo,7,Inglés IV,2023-2,Reprobada,57.4,,Ordinario no acreditado,2023-2,IBM-2020,4
IAG20220289,Ingeniería Agroindustrial,Activo,6,Inglés II,2024-1,Aprobada,78.8,,Ordinario,2024-1,IAG-2020,4
IAG20220289,Ingeniería Agroindustrial,Activo,6,Procesos Agroindustriales,2023-2,Aprobada,76.2,,Ordinario,2023-2,IAG-2020,7
IAG20220289,Ingeniería Agroindustrial,Activo,6,Álgebra Lineal,2024-2,Aprobada,80.1,,Ordinario,2024-2,IAG-2020,6
IAG20220289,Ingeniería Agroindustrial,Activo,6,Biología,2024-1,Aprobada,85.2,,Ordinario,2024-1,IAG-2020,6
IAG20220289,Ingeniería Agroindustrial,Activo,6,Inglés IV,2023-2,Aprobada,72.3,,Ordinario,2023-2,IAG-2020,4
IAG20220289,Ingeniería Agroindustrial,Activo,6,Conservación de Alimentos,2023-2,Aprobada,71.4,,Ordinario,2023-2,IAG-2020,6
IAG20200290,Ingeniería Agroindustrial,Activo,4,Conservación de Alimentos,2022-2,Aprobada,84.7,,Ordinario,2022-2,IAG-2020,6
IAG20200290,Ingeniería Agroindustrial,Activo,4,Introducción a la Agroindustria,2023-1,Reprobada,42.3,,Ordinario no acreditado,2023-1,IAG-2020,4
IAG20200290,Ingeniería Agroindustrial,Activo,4,Bioquímica,2022-2,Aprobada,69.7,74.5,Extraordinario,2022-2,IAG-2020,6
IAG20200290,Ingeniería Agroindustrial,Activo,4,Química de Alimentos,2023-1,Reprobada,53.5,65.4,Extraordinario no acreditado,2023-1,IAG-2020,6
IAG20200290,Ingeniería Agroindustrial,Activo,4,Estadística,2023-1,Aprobada,69.3,77.8,Extraordinario,2023-1,IAG-2020,5
IAG20200290,Ingeniería Agroindustrial,Activo,4,Inglés II,2022-2,Reprobada,54.2,,Recursamiento,2022-2,IAG-2020,4
IDS20230291,Ingeniería en Desarrollo de Software,Activo,1,Introducción a la Ingeniería,2022-1,Cursando,,,En curso,2022-1,IDS-2020,4
IDS20230291,Ingeniería en Desarrollo de Software,Activo,1,Inglés I,2022-1,Aprobada,76.7,,Ordinario,2022-1,IDS-2020,4
IDS20230291,Ingeniería en Desarrollo de Software,Activo,1,Fundamentos de Programación,2022-2,Aprobada,82.9,,Ordinario,2022-2,IDS-2020,7
IEN20200292,Ingeniería en Energía,Activo,4,Introducción a la Energía,2023-2,Aprobada,81.6,,Ordinario,2023-2,IEN-2020,4
IEN20200292,Ingeniería en Energía,Activo,4,Inglés III,2022-2,Aprobada,90.7,,Ordinario,2022-2,IEN-2020,4
IEN20200292,Ingeniería en Energía,Activo,4,Cálculo Diferencial,2023-1,Aprobada,98.9,,Ordinario,2023-1,IEN-2020,6
IEN20200292,Ingeniería en Energía,Activo,4,Energía Eólica,2022-1,Aprobada,97.4,,Ordinario,2022-1,IEN-2020,6
IEN20200292,Ingeniería en Energía,Activo,4,Termodinámica II,2022-1,Cursando,,,En curso,2022-1,IEN-2020,7
IEN20230293,Ingeniería en Energía,Activo,9,Máquinas Eléctricas,2025-1,Aprobada,73.7,,Ordinario,2025-1,IEN-2020,6
IEN20230293,Ingeniería en Energía,Activo,9,Introducción a la Energía,2025-1,Aprobada,73.8,,Ordinario,2025-1,IEN-2020,4
IEN20230293,Ingeniería en Energía,Activo,9,Redes Eléctricas,2024-1,Aprobada,76.9,,Ordinario,2024-1,IEN-2020,6
IBM20210294,Ingeniería Biomédica,Activo,6,Inglés II,2024-1,Aprobada,82.3,,Ordinario,2024-1,IBM-2020,4
IBM20210294,Ingeniería Biomédica,Activo,6,Señales Biomédicas,2023-1,Aprobada,77.2,,Ordinario,2023-1,IBM-2020,6
IBM20210294,Ingeniería Biomédica,Activo,6,Dispositivos Médicos,2022-2,Cursando,,,En curso,2022-2,IBM-2020,7
IBM20210294,Ingeniería Biomédica,Activo,6,Ingeniería de Rehabilitación,2022-1,Cursando,,,En curso,2022-1,IBM-2020,6
IBM20210294,Ingeniería Biomédica,Activo,6,Anatomía y Fisiología II,2023-2,Aprobada,73.6,,Ordinario,2023-2,IBM-2020,7
IBM20210294,Ingeniería Biomédica,Activo,6,Procesamiento de Señales,2022-2,Aprobada,79.1,,Ordinario,2022-2,IBM-2020,6
IBM20210294,Ingeniería Biomédica,Activo,6,Inglés I,2024-1,Aprobada,71.7,,Ordinario,2024-1,IBM-2020,4
IBM20220295,Ingeniería Biomédica,Activo,2,Inglés I,2022-2,Aprobada,78.7,,Ordinario,2022-2,IBM-2020,4
IBM20220295,Ingeniería Biomédica,Activo,2,Cálculo Diferencial,2022-2,Cursando,,,En curso,2022-2,IBM-2020,6
IBM20220295,Ingeniería Biomédica,Activo,2,Inglés II,2022-1,Cursando,,,En curso,2022-1,IBM-2020,4
IBM20240296,Ingeniería Biomédica,Activo,6,Física Médica,2022-2,Aprobada,80.4,,Ordinario,2022-2,IBM-2020,6
IBM20240296,Ingeniería Biomédica,Activo,6,Ingeniería Clínica,2022-2,Aprobada,67.8,83.8,Extraordinario,2022-2,IBM-2020,6
IBM20240296,Ingeniería Biomédica,Activo,6,Inglés II,2024-1,Aprobada,92.4,,Ordinario,2024-1,IBM-2020,4
IBM20240296,Ingeniería Biomédica,Activo,6,Ingeniería de Rehabilitación,2022-1,Cursando,,,En curso,2022-1,IBM-2020,6
IBM20240296,Ingeniería Biomédica,Activo,6,Anatomía y Fisiología II,2023-2,Reprobada,69.4,,Ordinario no acreditado,2023-2,IBM-2020,7
IBM20240296,Ingeniería Biomédica,Activo,6,Cálculo Diferencial,2024-1,Aprobada,72.2,,Ordinario,2024-1,IBM-2020,6
IBM20240296,Ingeniería Biomédica,Activo,6,Mantenimiento Hospitalario,2022-2,Cursando,,,En curso,2022-2,IBM-2020,6
IBM20240296,Ingeniería Biomédica,Activo,6,Álgebra Lineal,2024-2,Aprobada,82.9,,Ordinario,2024-2,IBM-2020,6
IDS20230297,Ingeniería en Desarrollo de Software,Activo,1,Introducción a la Ingeniería,2022-1,Cursando,,,En curso,2022-1,IDS-2020,4
IDS20230297,Ingeniería en Desarrollo de Software,Activo,1,Inglés I,2022-1,Cursando,,,En curso,2022-1,IDS-2020,4
IDS20230297,Ingeniería en Desarrollo de Software,Activo,1,Fundamentos de Programación,2022-1,Aprobada,92.9,,Ordinario,2022-1,IDS-2020,7
IBM20210298,Ingeniería Biomédica,Activo,3,Inglés II,2022-2,Aprobada,78.2,,Ordinario,2022-2,IBM-2020,4
IBM20210298,Ingeniería Biomédica,Activo,3,Química Orgánica,2022-2,Aprobada,80.4,,Ordinario,2022-2,IBM-2020,6
IBM20210298,Ingeniería Biomédica,Activo,3,Anatomía y Fisiología I,2022-2,Reprobada,66.1,,Sin derecho,2022-2,IBM-2020,7
IEN20240299,Ingeniería en Energía,Activo,6,Máquinas Eléctricas,2023-2,Aprobada,100,,Ordinario,2023-2,IEN-2020,6
IEN20240299,Ingeniería en Energía,Activo,6,Control de Sistemas,2022-1,Cursando,,,En curso,2022-1,IEN-2020,6
IEN20240299,Ingeniería en Energía,Activo,6,Química General,2024-2,Aprobada,98.6,,Ordinario,2024-2,IEN-2020,6
IEN20240299,Ingeniería en Energía,Activo,6,Mecánica de Fluidos,2023-2,Aprobada,91.1,,Ordinario,2023-2,IEN-2020,6
IBM20230300,Ingeniería Biomédica,Activo,5,Cálculo Diferencial,2024-1,Aprobada,75.8,,Ordinario,2024-1,IBM-2020,6
IBM20230300,Ingeniería Biomédica,Activo,5,Normatividad Sanitaria,2022-1,Aprobada,80.2,,Ordinario,2022-1,IBM-2020,5
IBM20230300,Ingeniería Biomédica,Activo,5,Inglés III,2022-2,Reprobada,67.5,65.7,Extraordinario no acreditado,2022-2,IBM-2020,4
IBM20230300,Ingeniería Biomédica,Activo,5,Química General,2024-1,Aprobada,83.4,,Ordinario,2024-1,IBM-2020,6
IEN20210301,Ingeniería en Energía,Irregular,1,Álgebra Lineal,2022-2,Reprobada,69.0,68.6,Extraordinario no acreditado,2022-2,IEN-2020,6
IEN20210301,Ingeniería en Energía,Irregular,1,Inglés I,2022-1,Aprobada,64.0,72.1,Extraordinario,2022-1,IEN-2020,4
IEN20210301,Ingeniería en Energía,Irregular,1,Física I,2022-1,Reprobada,66.0,,Sin derecho,2022-1,IEN-2020,6
IAG20240302,Ingeniería Agroindustrial,Activo,5,Operaciones Unitarias I,2023-1,Reprobada,54.6,,Sin derecho,2023-1,IAG-2020,7
IAG20240302,Ingeniería Agroindustrial,Activo,5,Introducción a la Agroindustria,2024-1,Reprobada,65.7,,Sin derecho,2024-1,IAG-2020,4
IAG20240302,Ingeniería Agroindustrial,Activo,5,Tecnología de Cereales,2022-1,Cursando,,,En curso,2022-1,IAG-2020,6
IAG20240302,Ingeniería Agroindustrial,Activo,5,Envases y Embalajes,2022-1,Reprobada,53.9,,Ordinario no acreditado,2022-1,IAG-2020,5
IAG20240302,Ingeniería Agroindustrial,Activo,5,Inglés III,2022-2,Aprobada,67.7,86.0,Extraordinario,2022-2,IAG-2020,4
IAG20240302,Ingeniería Agroindustrial,Activo,5,Gestión Ambiental,2022-2,Cursando,,,En curso,2022-2,IAG-2020,5
IAG20240302,Ingeniería Agroindustrial,Activo,5,Estadística,2023-1,Aprobada,91.1,,Ordinario,2023-1,IAG-2020,5
IAG20240302,Ingeniería Agroindustrial,Activo,5,Tecnología de Lácteos,2022-1,Aprobada,71.1,,Ordinario,2022-1,IAG-2020,6
IAG20240302,Ingeniería Agroindustrial,Activo,5,Termodinámica,2022-1,Aprobada,71.5,,Ordinario,2022-1,IAG-2020,6
IDS20220303,Ingeniería en Desarrollo de Software,Activo,3,Bases de Datos I,2022-2,Aprobada,42.7,79.2,Extraordinario,2022-2,IDS-2020,6
IDS20220303,Ingeniería en Desarrollo de Software,Activo,3,Inglés I,2023-2,Reprobada,66.4,,Sin derecho,2023-2,IDS-2020,4
IDS20220303,Ingeniería en Desarrollo de Software,Activo,3,Inglés III,2022-2,Reprobada,41.9,66.1,Extraordinario no acreditado,2022-2,IDS-2020,4
IDS20220303,Ingeniería en Desarrollo de Software,Activo,3,Estructuras de Datos,2022-1,Cursando,,,En curso,2022-1,IDS-2020,7
IDS20220303,Ingeniería en Desarrollo de Software,Activo,3,Programación Orientada a Objetos,2022-1,Cursando,,,En curso,2022-1,IDS-2020,7
IDS20220303,Ingeniería en Desarrollo de Software,Activo,3,Cálculo Diferencial,2022-2,Aprobada,41.3,85.2,Extraordinario,2022-2,IDS-2020,6
IDS20230304,Ingeniería en Desarrollo de Software,Activo,8,Probabilidad y Estadística,2024-2,Aprobada,79.3,,Ordinario,2024-2,IDS-2020,5
IDS20230304,Ingeniería en Desarrollo de Software,Activo,8,Inglés III,2024-2,Aprobada,85.5,,Ordinario,2024-2,IDS-2020,4
IDS20230304,Ingeniería en Desarrollo de Software,Activo,8,Minería de Datos,2023-1,Aprobada,80.4,,Ordinario,2023-1,IDS-2020,6
IDS20230304,Ingeniería en Desarrollo de Software,Activo,8,Arquitecturas Empresariales,2022-1,Cursando,,,En curso,2022-1,IDS-2020,6
IDS20230304,Ingeniería en Desarrollo de Software,Activo,8,Gestión de Proyectos,2023-2,Aprobada,85.3,,Ordinario,2023-2,IDS-2020,5
IDS20230304,Ingeniería en Desarrollo de Software,Activo,8,Analítica de Datos,2023-1,Reprobada,64.4,64.9,Extraordinario no acreditado,2023-1,IDS-2020,6
IBM20240305,Ingeniería Biomédica,Activo,6,Inglés I,2024-1,Aprobada,94.1,,Ordinario,2024-1,IBM-2020,4
IBM20240305,Ingeniería Biomédica,Activo,6,Señales Biomédicas,2023-2,Aprobada,90.2,,Ordinario,2023-2,IBM-2020,6
IBM20240305,Ingeniería Biomédica,Activo,6,Química General,2024-2,Aprobada,91.0,,Ordinario,2024-2,IBM-2020,6
IAG20230306,Ingeniería Agroindustrial,Activo,2,Estadística,2022-2,Reprobada,52.8,,Ordinario no acreditado,2022-2,IAG-2020,5
IAG20230306,Ingeniería Agroindustrial,Activo,2,Microbiología,2022-1,Aprobada,74.4,,Ordinario,2022-1,IAG-2020,6
IAG20230306,Ingeniería Agroindustrial,Activo,2,Química General,2022-2,Reprobada,53.0,61.7,Extraordinario no acreditado,2022-2,IAG-2020,6
IBM20240307,Ingeniería Biomédica,Activo,7,Química General,2025-1,Aprobada,87.4,,Ordinario,2025-1,IBM-2020,6
IBM20240307,Ingeniería Biomédica,Activo,7,Inglés III,2024-1,Reprobada,69.0,,Ordinario no acreditado,2024-1,IBM-2020,4
IBM20240307,Ingeniería Biomédica,Activo,7,Electrónica Digital,2024-1,Aprobada,82.0,,Ordinario,2024-1,IBM-2020,6
IEN20240308,Ingeniería en Energía,Activo,8,Energía Solar,2024-1,Aprobada,78.1,,Ordinario,2024-1,IEN-2020,6
IEN20240308,Ingeniería en Energía,Activo,8,Introducción a la Energía,2025-1,Aprobada,78.7,,Ordinario,2025-1,IEN-2020,4
IEN20240308,Ingeniería en Energía,Activo,8,Modelado Energético,2022-1,Aprobada,78.4,,Ordinario,2022-1,IEN-2020,6
IEN20240308,Ingeniería en Energía,Activo,8,Álgebra Lineal,2025-1,Aprobada,83.1,,Ordinario,2025-1,IEN-2020,6
IEN20240308,Ingeniería en Energía,Activo,8,Biomasa,2022-2,Aprobada,93.8,,Ordinario,2022-2,IEN-2020,5
IEN20240308,Ingeniería en Energía,Activo,8,Termodinámica II,2024-2,Reprobada,69.5,,Sin derecho,2024-2,IEN-2020,7
IEN20240308,Ingeniería en Energía,Activo,8,Energía Eólica,2024-1,Aprobada,87.0,,Ordinario,2024-1,IEN-2020,6
IEN20240308,Ingeniería en Energía,Activo,8,Instrumentación,2023-2,Aprobada,79.4,,Ordinario,2023-2,IEN-2020,5
IEN20240308,Ingeniería en Energía,Activo,8,Estadística,2025-1,Aprobada,77.9,,Ordinario,2025-1,IEN-2020,5
IDS20200309,Ingeniería en Desarrollo de Software,Activo,1,Álgebra Lineal,2022-1,Cursando,,,En curso,2022-1,IDS-2020,6
IDS20200309,Ingeniería en Desarrollo de Software,Activo,1,Introducción a la Ingeniería,2022-1,Cursando,,,En curso,2022-1,IDS-2020,4
IDS20200309,Ingeniería en Desarrollo de Software,Activo,1,Fundamentos de Programación,2022-2,Aprobada,70.2,,Ordinario,2022-2,IDS-2020,7
IBM20210310,Ingeniería Biomédica,Activo,9,Electrónica Digital,2024-2,Aprobada,87.0,,Ordinario,2024-2,IBM-2020,6
IBM20210310,Ingeniería Biomédica,Activo,9,Dispositivos Médicos,2023-2,Aprobada,80.2,,Ordinario,2023-2,IBM-2020,7
IBM20210310,Ingeniería Biomédica,Activo,9,Inglés I,2025-1,Aprobada,75.7,,Ordinario,2025-1,IBM-2020,4
IBM20210310,Ingeniería Biomédica,Activo,9,Administración Hospitalaria,2023-1,Aprobada,92.5,,Ordinario,2023-1,IBM-2020,5
IBM20200311,Ingeniería Biomédica,Activo,1,Introducción a la Ingeniería Biomédica,2022-1,Cursando,,,En curso,2022-1,IBM-2020,4
IBM20200311,Ingeniería Biomédica,Activo,1,Álgebra Lineal,2022-1,Aprobada,76.1,,Ordinario,2022-1,IBM-2020,6
IBM20200311,Ingeniería Biomédica,Activo,1,Inglés I,2022-1,Aprobada,82.6,,Ordinario,2022-1,IBM-2020,4
IEN20200312,Ingeniería en Energía,Activo,9,Sustentabilidad Energética,2022-1,Cursando,,,En curso,2022-1,IEN-2020,5
IEN20200312,Ingeniería en Energía,Activo,9,Inglés IV,2025-1,Aprobada,82.2,,Ordinario,2025-1,IEN-2020,4
IEN20200312,Ingeniería en Energía,Activo,9,Química General,2025-1,Aprobada,84.2,,Ordinario,2025-1,IEN-2020,6
IEN20200312,Ingeniería en Energía,Activo,9,Proyecto Energético II,2022-2,Reprobada,60.9,,Sin derecho,2022-2,IEN-2020,8
IEN20200312,Ingeniería en Energía,Activo,9,Residencia Profesional,2022-1,Aprobada,54.9,74.0,Extraordinario,2022-1,IEN-2020,12
IEN20200313,Ingeniería en Energía,Activo,3,Máquinas Eléctricas,2022-1,Aprobada,82.6,,Ordinario,2022-1,IEN-2020,6
IEN20200313,Ingeniería en Energía,Activo,3,Cálculo Integral,2022-1,Cursando,,,En curso,2022-1,IEN-2020,6
IEN20200313,Ingeniería en Energía,Activo,3,Mecánica de Fluidos,2022-2,Cursando,,,En curso,2022-2,IEN-2020,6
IEN20200313,Ingeniería en Energía,Activo,3,Física I,2023-1,Aprobada,83.8,,Ordinario,2023-1,IEN-2020,6
IEN20200313,Ingeniería en Energía,Activo,3,Termodinámica I,2022-1,Cursando,,,En curso,2022-1,IEN-2020,7
IEN20200313,Ingeniería en Energía,Activo,3,Circuitos Eléctricos,2023-1,Reprobada,64.2,,Ordinario no acreditado,2023-1,IEN-2020,6
IDS20220314,Ingeniería en Desarrollo de Software,Baja Temporal,2,Bases de Datos I,2022-1,Aprobada,74.8,,Ordinario,2022-1,IDS-2020,6
IDS20220314,Ingeniería en Desarrollo de Software,Baja Temporal,2,Inglés I,2022-1,Baja,,,Baja administrativa,2022-1,IDS-2020,4
IDS20220314,Ingeniería en Desarrollo de Software,Baja Temporal,2,Introducción a la Ingeniería,2022-2,Aprobada,82.9,,Ordinario,2022-2,IDS-2020,4
IAG20210315,Ingeniería Agroindustrial,Activo,4,Dibujo Industrial,2023-1,Aprobada,79.6,,Ordinario,2023-1,IAG-2020,4
IAG20210315,Ingeniería Agroindustrial,Activo,4,Microbiología,2023-1,Aprobada,80.6,,Ordinario,2023-1,IAG-2020,6
IAG20210315,Ingeniería Agroindustrial,Activo,4,Introducción a la Agroindustria,2023-2,Aprobada,87.6,,Ordinario,2023-2,IAG-2020,4
IAG20210315,Ingeniería Agroindustrial,Activo,4,Inglés III,2022-2,Aprobada,82.2,,Ordinario,2022-2,IAG-2020,4
IAG20210316,Ingeniería Agroindustrial,Activo,2,Biología,2022-1,Aprobada,77.1,,Ordinario,2022-1,IAG-2020,6
IAG20210316,Ingeniería Agroindustrial,Activo,2,Inglés I,2022-2,Aprobada,82.7,,Ordinario,2022-2,IAG-2020,4
IAG20210316,Ingeniería Agroindustrial,Activo,2,Cálculo Diferencial,2022-1,Aprobada,76.6,,Ordinario,2022-1,IAG-2020,6
IEN20230317,Ingeniería en Energía,Activo,4,Inglés II,2023-1,Aprobada,75.7,,Ordinario,2023-1,IEN-2020,4
IEN20230317,Ingeniería en Energía,Activo,4,Estadística,2022-2,Aprobada,83.6,,Ordinario,2022-2,IEN-2020,5
IEN20230317,Ingeniería en Energía,Activo,4,Física II,2022-2,Aprobada,91.2,,Ordinario,2022-2,IEN-2020,6
IEN20230317,Ingeniería en Energía,Activo,4,Inglés IV,2022-1,Cursando,,,En curso,2022-1,IEN-2020,4
IEN20230317,Ingeniería en Energía,Activo,4,Termodinámica I,2022-2,Aprobada,80.9,,Ordinario,2022-2,IEN-2020,7
IEN20210318,Ingeniería en Energía,Activo,7,Auditoría Energética,2022-2,Aprobada,84.7,,Ordinario,2022-2,IEN-2020,6
IEN20210318,Ingeniería en Energía,Activo,7,Termodinámica I,2024-1,Aprobada,88.7,,Ordinario,2024-1,IEN-2020,7
IEN20210318,Ingeniería en Energía,Activo,7,Cálculo Diferencial,2025-1,Aprobada,90.1,,Ordinario,2025-1,IEN-2020,6
IEN20210318,Ingeniería en Energía,Activo,7,Modelado Energético,2022-2,Cursando,,,En curso,2022-2,IEN-2020,6
IEN20210318,Ingeniería en Energía,Activo,7,Biomasa,2022-2,Aprobada,94.2,,Ordinario,2022-2,IEN-2020,5
IEN20210318,Ingeniería en Energía,Activo,7,Estadística,2025-1,Aprobada,88.1,,Ordinario,2025-1,IEN-2020,5
IEN20210318,Ingeniería en Energía,Activo,7,Química General,2025-1,Aprobada,90.4,,Ordinario,2025-1,IEN-2020,6
IEN20210318,Ingeniería en Energía,Activo,7,Energía Solar,2023-2,Aprobada,94.4,,Ordinario,2023-2,IEN-2020,6
IEN20200319,Ingeniería en Energía,Activo,8,Transferencia de Calor,2024-1,Aprobada,79.6,,Ordinario,2024-1,IEN-2020,6
IEN20200319,Ingeniería en Energía,Activo,8,Energía Eólica,2024-1,Aprobada,70.9,,Ordinario,2024-1,IEN-2020,6
IEN20200319,Ingeniería en Energía,Activo,8,Normatividad Energética,2022-1,Aprobada,79.8,,Ordinario,2022-1,IEN-2020,5
IEN20240320,Ingeniería en Energía,Baja Temporal,8,Física II,2025-1,Aprobada,85.5,,Ordinario,2025-1,IEN-2020,6
IEN20240320,Ingeniería en Energía,Baja Temporal,8,Estadía Profesional II,2022-1,Reprobada,64.7,,Ordinario no acreditado,2022-1,IEN-2020,8
IEN20240320,Ingeniería en Energía,Baja Temporal,8,Instrumentación,2023-2,Aprobada,82.5,,Ordinario,2023-2,IEN-2020,5
IEN20240320,Ingeniería en Energía,Baja Temporal,8,Normatividad Energética,2022-1,Aprobada,81.5,,Ordinario,2022-1,IEN-2020,5
IEN20240320,Ingeniería en Energía,Baja Temporal,8,Almacenamiento de Energía,2023-1,Reprobada,67.3,,Recursamiento,2023-1,IEN-2020,6
IEN20240320,Ingeniería en Energía,Baja Temporal,8,Auditoría Energética,2023-1,Aprobada,70.7,,Ordinario,2023-1,IEN-2020,6
IEN20240320,Ingeniería en Energía,Baja Temporal,8,Circuitos Eléctricos,2024-2,Aprobada,76.1,,Ordinario,2024-2,IEN-2020,6
IEN20240320,Ingeniería en Energía,Baja Temporal,8,Mecánica de Fluidos,2025-1,Aprobada,85.0,,Ordinario,2025-1,IEN-2020,6
IEN20240320,Ingeniería en Energía,Baja Temporal,8,Termodinámica I,2024-2,Aprobada,80.6,,Ordinario,2024-2,IEN-2020,7
IAG20240321,Ingeniería Agroindustrial,Activo,2,Álgebra Lineal,2022-2,Aprobada,51.4,92.7,Extraordinario,2022-2,IAG-2020,6
IAG20240321,Ingeniería Agroindustrial,Activo,2,Inglés I,2022-2,Aprobada,81.6,,Ordinario,2022-2,IAG-2020,4
IAG20240321,Ingeniería Agroindustrial,Activo,2,Estadística,2022-2,Cursando,,,En curso,2022-2,IAG-2020,5
IAG20240321,Ingeniería Agroindustrial,Activo,2,Biología,2022-2,Aprobada,81.5,,Ordinario,2022-2,IAG-2020,6
IDS20220322,Ingeniería en Desarrollo de Software,Activo,7,Desarrollo en la Nube,2022-2,Aprobada,94.6,,Ordinario,2022-2,IDS-2020,6
IDS20220322,Ingeniería en Desarrollo de Software,Activo,7,Analítica de Datos,2022-1,Cursando,,,En curso,2022-1,IDS-2020,6
IDS20220322,Ingeniería en Desarrollo de Software,Activo,7,Programación Orientada a Objetos,2023-2,Aprobada,76.6,,Ordinario,2023-2,IDS-2020,7
IDS20220322,Ingeniería en Desarrollo de Software,Activo,7,Introducción a la Ingeniería,2025-1,Aprobada,78.6,,Ordinario,2025-1,IDS-2020,4
IDS20230323,Ingeniería en Desarrollo de Software,Activo,4,Desarrollo Web,2022-1,Cursando,,,En curso,2022-1,IDS-2020,7
IDS20230323,Ingeniería en Desarrollo de Software,Activo,4,Introducción a la Ingeniería,2023-2,Aprobada,83.2,,Ordinario,2023-2,IDS-2020,4
IDS20230323,Ingeniería en Desarrollo de Software,Activo,4,Probabilidad y Estadística,2023-2,Aprobada,80.5,,Ordinario,2023-2,IDS-2020,5
IDS20230323,Ingeniería en Desarrollo de Software,Activo,4,Programación Estructurada,2023-1,Aprobada,88.2,,Ordinario,2023-1,IDS-2020,7
IDS20230323,Ingeniería en Desarrollo de Software,Activo,4,Inglés IV,2022-1,Cursando,,,En curso,2022-1,IDS-2020,4
IEN20200324,Ingeniería en Energía,Activo,4,Máquinas Eléctricas,2022-2,Aprobada,82.3,,Ordinario,2022-2,IEN-2020,6
IEN20200324,Ingeniería en Energía,Activo,4,Álgebra Lineal,2023-2,Aprobada,93.4,,Ordinario,2023-2,IEN-2020,6
IEN20200324,Ingeniería en Energía,Activo,4,Termodinámica II,2022-1,Cursando,,,En curso,2022-1,IEN-2020,7
IEN20200324,Ingeniería en Energía,Activo,4,Mecánica de Fluidos,2022-2,Aprobada,89.5,,Ordinario,2022-2,IEN-2020,6
IEN20200324,Ingeniería en Energía,Activo,4,Física I,2023-2,Aprobada,88.4,,Ordinario,2023-2,IEN-2020,6
IEN20200324,Ingeniería en Energía,Activo,4,Inglés III,2022-2,Aprobada,84.3,,Ordinario,2022-2,IEN-2020,4
IEN20200324,Ingeniería en Energía,Activo,4,Química General,2023-2,Aprobada,87.9,,Ordinario,2023-2,IEN-2020,6
IEN20200324,Ingeniería en Energía,Activo,4,Inglés II,2023-2,Aprobada,86.3,,Ordinario,2023-2,IEN-2020,4
IBM20210325,Ingeniería Biomédica,Irregular,7,Estadía Profesional I,2022-1,Aprobada,88.6,,Ordinario,2022-1,IBM-2020,8
IBM20210325,Ingeniería Biomédica,Irregular,7,Ingeniería de Rehabilitación,2022-2,Aprobada,92.6,,Ordinario,2022-2,IBM-2020,6
IBM20210325,Ingeniería Biomédica,Irregular,7,Biomecánica,2024-2,Aprobada,83.8,,Ordinario,2024-2,IBM-2020,6
IBM20210325,Ingeniería Biomédica,Irregular,7,Biomateriales,2023-2,Aprobada,79.0,,Ordinario,2023-2,IBM-2020,6
IBM20210325,Ingeniería Biomédica,Irregular,7,Introducción a la Ingeniería Biomédica,2025-1,Aprobada,81.4,,Ordinario,2025-1,IBM-2020,4
IDS20210326,Ingeniería en Desarrollo de Software,Irregular,1,Inglés I,2022-1,Aprobada,61.1,83.4,Extraordinario,2022-1,IDS-2020,4
IDS20210326,Ingeniería en Desarrollo de Software,Irregular,1,Comunicación Oral y Escrita,2022-1,Reprobada,62.8,68.2,Extraordinario no acreditado,2022-1,IDS-2020,4
IDS20210326,Ingeniería en Desarrollo de Software,Irregular,1,Introducción a la Ingeniería,2022-1,Aprobada,80.7,,Ordinario,2022-1,IDS-2020,4
IDS20210327,Ingeniería en Desarrollo de Software,Activo,6,Seguridad Informática,2022-1,Reprobada,68.5,,Recursamiento,2022-1,IDS-2020,6
IDS20210327,Ingeniería en Desarrollo de Software,Activo,6,Minería de Datos,2022-1,Cursando,,,En curso,2022-1,IDS-2020,6
IDS20210327,Ingeniería en Desarrollo de Software,Activo,6,Aplicaciones Móviles,2022-2,Aprobada,61.3,72.5,Extraordinario,2022-2,IDS-2020,7
IDS20210327,Ingeniería en Desarrollo de Software,Activo,6,Gestión de Proyectos,2022-1,Reprobada,68.0,,Recursamiento,2022-1,IDS-2020,5
